766	0.81
767	0.82
768	0.82
769	0.82
770	0.83
771	0.83
772	0.83
773	0.84
774	0.84
775	0.84
776	0.84
777	0.85
778	0.85
779	0.85
780	0.85
781	0.85
782	0.86
783	0.86
784	0.86
785	0.87
786	0.86
787	0.87
788	0.87
789	0.87
790	0.87
791	0.87
792	0.87
793	0.87
794	0.88
795	0.88
796	0.88
797	0.88
798	0.88
799	0.88
800	0.88
801	0.88
802	0.87
803	0.88
804	0.87
805	0.88
806	0.88
807	0.88
808	0.87
809	0.87
810	0.87
811	0.87
812	0.87
813	0.87
814	0.86
815	0.87
816	0.86
817	0.86
818	0.86
819	0.86
820	0.85
821	0.85
822	0.85
823	0.85
824	0.85
825	0.85
826	0.84
827	0.84
828	0.83
829	0.83
830	0.83
831	0.83
832	0.82
833	0.82
834	0.81
835	0.81
836	0.81
837	0.81
838	0.80
839	0.80
840	0.80
841	0.79
842	0.78
843	0.79
844	0.78
845	0.78
846	0.76
847	0.77
848	0.76
849	0.76
850	0.75
851	0.75
852	0.74
853	0.74
854	0.74
855	0.73
856	0.73
857	0.72
858	0.72
859	0.71
860	0.70
861	0.70
862	0.70
863	0.69
864	0.68
865	0.68
866	0.67
867	0.67
868	0.66
869	0.66
870	0.66
871	0.65
872	0.64
873	0.64
874	0.63
875	0.63
876	0.62
877	0.61
878	0.61
879	0.61
880	0.60
881	0.59
882	0.58
883	0.58
884	0.58
885	0.57
886	0.57
887	0.56
888	0.56
889	0.55
890	0.53
891	0.53
892	0.52
893	0.51
894	0.49
895	0.48
896	0.48
897	0.49
898	0.48
899	0.49
900	0.49
901	0.49
902	0.48
903	0.47
904	0.46
905	0.47
906	0.46
907	0.46
908	0.46
909	0.46
910	0.45
911	0.44
912	0.42
913	0.42
914	0.42
915	0.42
916	0.42
917	0.43
918	0.44
919	0.44
920	0.44
921	0.42
922	0.41
923	0.40
924	0.40
925	0.39
926	0.38
927	0.38
928	0.38
929	0.38
930	0.38
931	0.37
932	0.36
933	0.36
934	0.36
935	0.35
936	0.35
937	0.35
938	0.36
939	0.36
940	0.37
941	0.37
942	0.37
943	0.37
944	0.36
945	0.36
946	0.35
947	0.35
948	0.35
949	0.35
950	0.35
951	0.35
952	0.35
953	0.35
954	0.35
955	0.35
956	0.36
957	0.35
958	0.36
959	0.36
960	0.36
961	0.36
962	0.36
963	0.36
964	0.36
965	0.36
966	0.36
967	0.37
968	0.37
969	0.38
970	0.38
971	0.39
972	0.39
973	0.39
974	0.39
975	0.40
976	0.40
977	0.41
978	0.41
979	0.42
980	0.42
981	0.43
982	0.43
983	0.44
984	0.44
985	0.45
986	0.46
987	0.46
988	0.46
989	0.47
990	0.47
991	0.48
992	0.48
993	0.48
994	0.50
995	0.51
996	0.51
997	0.53
998	0.54
999	0.55
1000	0.56
1001	0.57
1002	0.58
1003	0.60
1004	0.61
1005	0.62
1006	0.62
1007	0.63
1008	0.63
1009	0.64
1010	0.65
1011	0.66
1012	0.67
1013	0.68
1014	0.69
1015	0.71
1016	0.72
1017	0.73
1018	0.74
1019	0.75
1020	0.76
1021	0.77
1022	0.79
1023	0.80
1024	0.81
1025	0.83
1026	0.84
1027	0.85
1028	0.87
1029	0.88
1030	0.89
1031	0.91
1032	0.92
1033	0.93
1034	0.95
1035	0.96
1036	0.98
1037	0.99
1038	1.01
1039	1.02
1040	1.04
1041	1.05
1042	1.07
1043	1.08
1044	1.10
1045	1.12
1046	1.14
1047	1.16
1048	1.17
1049	1.19
1050	1.21
1051	1.23
1052	1.25
1053	1.27
1054	1.29
1055	1.30
1056	1.32
1057	1.34
1058	1.35
1059	1.37
1060	1.39
1061	1.41
1062	1.43
1063	1.45
