0.1720 0.9830
0.1930 0.9970
0.2480 0.9990
0.2500 0.9990
0.2600 0.9990
0.2700 0.9990
0.2800 0.9990
0.2900 0.9990
0.3000 0.9990
0.3200 0.9990
0.3400 0.9990
0.3600 0.9990
0.3650 0.9990
0.3800 0.9990
0.4000 0.9990
0.4500 0.9990
0.5000 0.9990
0.5500 0.9990
0.5870 0.9990
0.6000 0.9990
0.6500 0.9990
0.7000 0.9990
0.8000 0.9990
0.9000 0.9990
1.0000 0.9990
1.1290 0.9990
1.2000 0.9990
1.4000 0.9980
1.5300 0.9990
1.6000 0.9990
1.8000 0.9990
1.9700 0.9990
2.0000 0.9990
2.3260 0.9940
2.4000 0.9910
2.5000 0.9820
