0.5000 0.9800
0.5200 0.9850
0.5400 0.9895
0.5600 0.9888
0.5800 0.9850
0.6000 0.9840
0.6200 0.9830
0.6400 0.9821
0.6600 0.9823
0.6800 0.9837
0.7000 0.9850
0.7200 0.9851
0.7400 0.9845
0.7600 0.9839
0.7800 0.9840
0.8000 0.9850
0.8200 0.9854
0.8400 0.9852
0.8600 0.9848
0.8800 0.9845
0.9000 0.9840
0.9200 0.9831
0.9400 0.9823
0.9600 0.9819
0.9800 0.9820
1.0000 0.9825
1.0200 0.9830
1.0400 0.9836
1.0600 0.9841
1.0800 0.9846
1.1000 0.9850
1.1200 0.9853
1.1400 0.9856
1.1600 0.9857
1.1800 0.9859
1.2000 0.9860
1.2200 0.9861
1.2400 0.9863
1.2600 0.9865
1.2800 0.9867
1.3000 0.9870
1.3200 0.9874
1.3400 0.9878
1.3600 0.9882
1.3800 0.9886
1.4000 0.9890
1.4200 0.9893
1.4400 0.9896
1.4600 0.9898
1.4800 0.9899
1.5000 0.9900
1.5200 0.9900
1.5400 0.9899
1.5600 0.9897
1.5800 0.9894
1.6000 0.9890
1.6200 0.9885
1.6400 0.9880
1.6600 0.9876
1.6800 0.9872
1.7000 0.9870
1.7200 0.9870
1.7400 0.9871
1.7600 0.9874
1.7800 0.9877
1.8000 0.9880
1.8200 0.9883
1.8400 0.9885
1.8600 0.9887
1.8800 0.9888
1.9000 0.9890
1.9200 0.9892
1.9400 0.9893
1.9600 0.9895
1.9800 0.9897
2.0000 0.9900
2.0200 0.9903
2.0400 0.9907
2.0600 0.9911
2.0800 0.9916
2.1000 0.9920
2.1200 0.9924
2.1400 0.9928
2.1600 0.9930
2.1800 0.9931
2.2000 0.9930
2.2200 0.9927
2.2400 0.9922
2.2600 0.9915
2.2800 0.9908
2.3000 0.9900
2.3200 0.9892
2.3400 0.9885
2.3600 0.9878
2.3800 0.9873
2.4000 0.9870
