0.36	0.2511844549927244
0.37	0.6434529332468328
0.38	0.8492380621092331
0.39	0.9317257499494134
0.4	0.9623757000161975
0.42	0.985040557083125
0.44	0.9909038717365868
0.46	0.9933485750119769
0.48	0.994869320398966
0.5	0.9960820866122445
0.55	0.9981961840968617
0.6	0.9984973753330694
0.65	0.9981961893599539
0.7	0.998497366370578
0.8	0.9993995863449101
0.9	0.9993995915777542
1	0.9993995957640294
1.2	0.9993995706463782
1.4	0.9987983094368296
1.6	0.9987983094368296
1.8	0.9966871400700101
2	0.994869351653708
2.2	0.9881365924798299
2.4	0.9841070947372808
