# Wavelength (µm)	QE
2.084	0.583271735
2.085	0.58405491
2.086	0.584706089
2.087	0.585436466
2.088	0.586087645
2.089	0.586791623
2.09	0.587363604
2.091	0.587926786
2.092	0.588577966
2.093	0.589176346
2.094	0.589739528
2.095	0.590355509
2.096	0.590980289
2.097	0.591534671
2.0981	0.592203449
2.0991	0.592775431
2.1001	0.593417811
2.1009	0.593998592
2.1019	0.59470257
2.1029	0.595344949
2.1039	0.596004928
2.105	0.596444914
2.106	0.596937698
2.107	0.597386484
2.108	0.597888068
2.109	0.59844245
2.11	0.598856037
2.111	0.599269623
2.112	0.599736008
2.113	0.600228793
2.114	0.600703977
2.115	0.601143963
2.116	0.601610348
2.117	0.602085533
2.118	0.602534319
2.119	0.602868708
2.12	0.603167899
2.1211	0.603484688
2.1221	0.60373988
2.1231	0.603933474
2.1241	0.604188666
2.1251	0.604347061
2.1259	0.604558254
2.1269	0.604751848
2.1279	0.604875044
2.1289	0.604980641
2.13	0.60531503
2.131	0.605499824
2.132	0.60561422
2.133	0.605702218
2.134	0.605781415
2.135	0.60593981
2.136	0.606089405
2.137	0.606115804
2.138	0.606168603
2.139	0.606168603
2.14	0.606239
2.141	0.6062566
2.142	0.606282999
2.143	0.606326998
2.144	0.606353397
2.145	0.606450194
2.146	0.606406195
2.147	0.606432594
2.148	0.606494192
2.149	0.606414995
2.15	0.606353397
2.151	0.606282999
2.152	0.606177402
2.1531	0.606080605
2.1541	0.605860612
2.1551	0.605570222
2.1561	0.605262232
2.1571	0.605121436
2.1581	0.604927842
2.1591	0.604716649
2.1599	0.604461457
2.1609	0.604153467
2.1619	0.603898275
2.1629	0.603590285
2.1639	0.603282295
2.1649	0.602877508
2.1659	0.602543119
2.167	0.602067934
2.168	0.601601549
2.169	0.601223161
2.17	0.600712777
2.171	0.600246392
2.172	0.59968321
2.173	0.599093629
2.174	0.598574446
2.175	0.598143259
2.176	0.597712073
2.177	0.597307286
2.178	0.596779303
2.179	0.596286519
2.18	0.595776135
2.181	0.59530975
2.182	0.594720169
2.183	0.594218585
2.184	0.593708201
2.185	0.593162619
2.186	0.592705033
2.187	0.59218585
2.188	0.591728265
2.189	0.591297078
2.19	0.590865892
2.191	0.590373108
2.192	0.589924322
2.193	0.589501936
2.194	0.58907075
2.195	0.588657163
2.196	0.588393171
2.197	0.588023583
2.198	0.587715593
2.199	0.5874868
2.2	0.587222809
2.201	0.586914819
2.202	0.58657163
2.203	0.586413235
2.204	0.586298838
2.205	0.586210841
2.206	0.586149243
2.207	0.586149243
2.208	0.586061246
2.209	0.586061246
2.21	0.586017247
2.211	0.586008448
2.212	0.586026047
2.213	0.586008448
2.214	0.586026047
2.215	0.586122844
2.216	0.58625484
2.217	0.586448434
2.218	0.586730025
2.219	0.586932418
2.22	0.587108413
2.221	0.587416403
2.222	0.587750792
2.223	0.588067582
2.224	0.588287575
2.225	0.588621964
2.226	0.588815558
2.227	0.589123548
2.228	0.589413939
2.229	0.589730729
2.23	0.590038719
2.231	0.590408307
2.232	0.590813094
2.233	0.59126188
2.234	0.591534671
2.235	0.591965857
2.236	0.592353045
2.237	0.592845829
2.238	0.593259416
2.239	0.593717001
2.24	0.594174586
2.241	0.594808166
2.242	0.595388948
2.243	0.595828933
2.244	0.596383316
2.245	0.596893699
2.246	0.597157691
2.247	0.597676874
2.248	0.59811686
2.249	0.598574446
2.25	0.598952834
2.251	0.599560014
2.252	0.600167195
2.253	0.600659979
2.254	0.601152763
2.255	0.601742344
2.256	0.602226329
2.257	0.602666315
2.258	0.603159099
2.259	0.60374868
2.26	0.604250264
2.261	0.604778247
2.262	0.605191834
2.263	0.605825414
2.2639	0.606318198
2.2649	0.606837381
2.2659	0.607154171
2.2669	0.607576558
2.2679	0.607963745
2.2689	0.608377332
2.2699	0.608878916
2.2711	0.609521295
2.2721	0.609970081
2.2731	0.610498064
2.2741	0.611122844
2.2751	0.611774023
2.2761	0.612337205
2.2771	0.612785991
2.278	0.613410771
2.279	0.614000352
2.28	0.614589933
2.281	0.615170715
2.282	0.615777895
2.283	0.616455473
2.284	0.617009856
2.285	0.617740232
2.286	0.618461809
2.287	0.619253784
2.288	0.619940162
2.289	0.620670539
2.29	0.621321718
2.291	0.622113692
2.292	0.62280887
2.293	0.623512848
2.294	0.624199226
2.295	0.624982401
2.296	0.625677578
2.297	0.626416755
2.298	0.62717353
2.299	0.627974305
2.2999	0.628634284
2.3009	0.62937346
2.3019	0.630227033
2.3029	0.631054206
2.3041	0.631942978
2.3051	0.632831749
2.3061	0.633711721
2.3071	0.634582893
2.308	0.635436466
2.309	0.636369236
2.31	0.637152411
2.311	0.637979585
2.312	0.638868356
2.313	0.639625132
2.314	0.640443506
2.315	0.641376276
2.316	0.642229849
2.317	0.643048222
2.318	0.644007392
2.319	0.644922562
2.32	0.645705737
2.321	0.646603309
2.322	0.647527279
2.323	0.64843365
2.324	0.649146427
2.3249	0.6499912
2.3259	0.650774375
2.3269	0.651522351
2.3281	0.65217353
2.3291	0.652789511
2.3301	0.653255896
2.331	0.653819078
2.332	0.654311862
2.333	0.654795847
2.334	0.655385428
2.335	0.655992608
2.336	0.656502992
2.337	0.656942978
2.338	0.65750616
2.339	0.658069342
2.34	0.658526927
2.341	0.658931714
2.342	0.659459697
2.343	0.659794087
2.3439	0.660172474
2.3449	0.660550862
2.3459	0.660920451
2.3471	0.661202042
2.3481	0.661457233
2.3491	0.661738824
2.35	0.662029215
2.351	0.662346005
2.352	0.662592397
2.353	0.662794791
2.354	0.662953185
2.355	0.66311158
2.356	0.663305174
2.357	0.663630764
2.358	0.663806758
2.359	0.663912355
2.36	0.664026751
2.3609	0.664105949
2.3619	0.664220345
2.3629	0.664202746
2.3641	0.664229145
2.3651	0.664317142
2.366	0.664290743
2.367	0.664237944
2.368	0.664237944
2.369	0.664237944
2.37	0.664132348
2.371	0.664141147
2.372	0.664088349
2.373	0.664105949
2.374	0.664176346
2.375	0.664167547
2.3759	0.664149947
2.3769	0.664229145
2.3781	0.664281943
2.3791	0.664449138
2.3801	0.664625132
2.381	0.664845125
2.382	0.664801126
2.383	0.664871524
2.384	0.664924322
2.385	0.664924322
2.386	0.66499472
2.387	0.66501232
2.388	0.665065118
2.389	0.664977121
2.3899	0.664941922
2.3909	0.665073918
2.3921	0.665223513
2.3931	0.665373108
2.394	0.665584301
2.395	0.665839493
2.396	0.665918691
2.397	0.666182682
2.398	0.666402675
2.399	0.666587469
2.4	0.666781063
2.401	0.666965857
2.402	0.66719465
2.4029	0.667388244
2.4039	0.667555438
2.4051	0.667766631
2.4061	0.66780183
2.407	0.668162619
2.408	0.668356213
2.409	0.668505808
2.41	0.668831397
2.411	0.66906899
2.412	0.669341781
2.413	0.66970257
2.414	0.670054558
2.4149	0.670371348
2.4161	0.67062654
2.4171	0.670705737
2.418	0.670749736
2.419	0.670820134
2.42	0.670908131
2.421	0.67092573
2.422	0.671163323
2.423	0.671453713
2.424	0.671779303
2.425	0.672078493
2.4259	0.672351285
2.4269	0.672641675
2.4281	0.672932066
2.429	0.673292855
2.43	0.673688842
2.431	0.67406723
2.432	0.67438402
2.433	0.674771207
2.434	0.675202394
2.435	0.675580781
2.4359	0.675862372
2.4369	0.675730377
2.4381	0.675783175
2.439	0.676223161
2.44	0.676777543
2.441	0.677384724
2.442	0.678247096
2.443	0.679259064
2.444	0.680139036
2.445	0.681159803
2.446	0.682250968
2.4469	0.683016543
2.4481	0.68343893
2.449	0.684037311
2.45	0.684855685
2.451	0.685735656
2.452	0.686369236
2.453	0.686906019
2.454	0.687741992
2.455	0.688692362
2.4559	0.689765927
2.4571	0.690742696
2.4581	0.691992256
2.459	0.693250616
2.46	0.694623372
2.461	0.69626012
2.462	0.698275255
2.463	0.700079197
2.464	0.701495952
2.4649	0.702833509
2.4659	0.704338261
2.4671	0.70592221
2.468	0.707453361
2.469	0.708878916
2.47	0.710418867
2.471	0.712126012
2.472	0.713868356
2.473	0.715487504
2.4739	0.716393875
2.4751	0.717757832
2.4761	0.719755368
2.477	0.722016895
2.478	0.72468321
2.479	0.726988736
2.48	0.729091869
2.481	0.731151003
2.482	0.733218937
2.4829	0.735093277
2.4841	0.737011616
2.485	0.738833157
2.486	0.73998592
2.487	0.741411475
2.488	0.743347413
2.489	0.745124956
2.49	0.746629708
2.4909	0.748398451
2.4921	0.750219993
2.493	0.751962337
2.494	0.753933474
2.495	0.755499824
2.496	0.756019007
2.497	0.75686378
2.498	0.758940514
2.4989	0.761765224
2.5001	0.763894755
2.501	0.765513904
2.502	0.767080253
2.503	0.768470609
2.504	0.769473777
2.505	0.769931362
2.506	0.770573742
2.5069	0.771172122
2.5081	0.771348117
2.509	0.772386484
2.51	0.773900035
2.511	0.775915171
2.512	0.777587117
2.513	0.778282295
2.5139	0.77938226
2.5151	0.781045407
2.516	0.782110172
2.517	0.781942978
2.518	0.781599789
2.519	0.781318198
2.52	0.782145371
2.5209	0.783966913
2.5221	0.786281239
2.5231	0.788331573
2.524	0.790091517
2.525	0.790962689
2.526	0.790601901
2.527	0.791367476
2.528	0.792590637
2.5289	0.793963393
2.5301	0.796418515
2.531	0.79843365
2.532	0.799331221
2.533	0.79874164
2.534	0.796304118
2.535	0.793646603
2.5361	0.794473777
2.5371	0.793294615
2.538	0.790399507
2.539	0.791684266
2.54	0.79467617
2.541	0.798204857
2.5419	0.803599085
2.5431	0.807286167
2.544	0.806995776
2.545	0.803106301
2.546	0.800395987
2.547	0.798979233
2.548	0.798935234
2.5489	0.795996128
2.5501	0.792247448
2.551	0.793954593
2.552	0.795221753
2.553	0.793488208
2.554	0.792097853
2.5549	0.78844597
2.5561	0.789660331
2.557	0.797624076
2.558	0.808227737
2.559	0.819781767
2.56	0.830165435
2.561	0.834609293
2.5619	0.833192538
2.5631	0.826399155
2.564	0.814651531
2.565	0.801205561
2.566	0.79001232
2.567	0.778282295
2.5679	0.778079901
2.5691	0.784908483
2.57	0.791165083
2.571	0.792951426
2.572	0.788833157
2.573	0.787134812
2.5739	0.794711369
2.5751	0.798724041
2.576	0.793611404
2.577	0.79094509
2.578	0.790188314
2.579	0.785339669
2.5799	0.788938754
2.5811	0.794755368
2.582	0.792282647
2.583	0.780455825
2.584	0.769280183
2.585	0.75843893
2.5859	0.742687434
2.5871	0.739897923
2.588	0.752243928
2.589	0.758394931
2.59	0.761272439
2.591	0.766464273
2.5919	0.774648011
2.5931	0.781423794
2.594	0.783623724
2.595	0.779919043
2.596	0.776610348
2.597	0.763841957
2.5981	0.746726505
2.599	0.736668427
2.6	0.738692362
2.601	0.754663851
2.602	0.768224217
2.6029	0.774296023
2.6041	0.779197466
2.605	0.775114396
2.606	0.758676522
2.607	0.742634636
2.608	0.734723689
2.6091	0.73187258
2.61	0.730843013
2.611	0.742881028
2.612	0.747412883
2.613	0.749912003
2.6139	0.761034847
2.6151	0.771040127
2.616	0.77624956
2.617	0.778458289
2.618	0.765161915
2.6189	0.745608941
2.6201	0.737565998
2.621	0.73656283
2.622	0.747043295
2.623	0.756089405
2.624	0.767256248
2.6251	0.776011968
2.626	0.775906371
2.627	0.771840901
2.628	0.765223513
2.629	0.758843717
2.6299	0.760594861
2.631	0.76438754
2.632	0.762354805
2.633	0.758711721
2.634	0.758456529
2.6349	0.757902147
2.636	0.750228793
2.637	0.752226329
2.638	0.753713481
2.639	0.755843013
2.6399	0.762275607
2.641	0.767977825
2.642	0.772439282
2.643	0.780077438
2.644	0.792986624
2.6449	0.804426258
2.646	0.81281239
2.647	0.820503344
2.648	0.825765576
2.649	0.819728969
2.6499	0.813727561
2.651	0.810392467
2.652	0.810137276
2.653	0.817414643
2.654	0.824956001
2.6551	0.822368884
2.656	0.828959873
2.657	0.844394579
2.658	0.862064414
2.659	0.876047166
2.6601	0.890795495
2.661	0.902675114
2.662	0.899243224
2.663	0.893963393
2.6639	0.886747624
2.6651	0.881379796
2.666	0.870256952
2.667	0.849172826
2.668	0.830086237
2.6689	0.813349173
2.67	0.802780711
2.671	0.791789863
2.672	0.777367124
2.673	0.766517071
2.6741	0.765161915
2.675	0.75999648
2.676	0.752041535
2.677	0.740021119
2.6779	0.722368884
2.679	0.706239
2.68	0.698266455
2.681	0.686307638
2.682	0.680649419
2.6831	0.683148539
2.684	0.680051038
2.685	0.667881028
2.686	0.658914115
2.6869	0.659635692
2.688	0.655191834
2.689	0.652543119
2.69	0.652727913
2.691	0.659160507
2.6921	0.679831045
2.693	0.700712777
2.694	0.717265048
2.695	0.717203449
2.6959	0.711448434
2.697	0.713463569
2.698	0.717097853
2.699	0.719280183
2.6999	0.723020063
2.7011	0.727930306
2.702	0.735330869
2.703	0.745450546
2.704	0.760207673
2.7051	0.777402323
2.706	0.794121788
2.707	0.802763112
2.708	0.802349525
2.7091	0.798970433
2.71	0.797835269
2.711	0.788261176
2.712	0.776504752
2.7129	0.767317846
2.714	0.768813798
2.715	0.771436114
2.716	0.775959169
2.7169	0.777983105
2.718	0.778194298
2.719	0.776223161
2.72	0.779391059
2.7209	0.78280535
2.722	0.77688314
2.723	0.771040127
2.724	0.762275607
2.7249	0.749296023
2.7261	0.729487856
2.727	0.712935586
2.728	0.717388244
2.7289	0.724489616
2.7301	0.732154171
2.731	0.73907075
2.732	0.746955297
2.7329	0.754135868
2.7341	0.760806054
2.735	0.76937698
2.736	0.778343893
2.7369	0.788208377
2.738	0.801003168
2.739	0.79749208
2.74	0.777780711
2.7409	0.750730377
2.742	0.722720873
2.743	0.700791975
2.744	0.691525871
2.7449	0.700510384
2.746	0.715663499
2.747	0.738243576
2.748	0.761518831
2.7489	0.776073566
2.75	0.791525871
2.751	0.813419571
2.752	0.832743752
2.7531	0.83154699
2.754	0.824868004
2.755	0.808192538
2.756	0.783931714
2.7571	0.754875044
2.758	0.730526223
2.759	0.719579373
2.76	0.716041887
2.7611	0.723732841
2.762	0.729945442
2.763	0.724744808
2.7639	0.718928194
2.765	0.723328054
2.766	0.737046815
2.767	0.750070398
2.7681	0.759855685
2.769	0.762434002
2.77	0.754461457
2.771	0.743972193
2.7721	0.732435762
2.773	0.720274551
2.774	0.71280359
2.7749	0.711422034
2.776	0.708148539
2.776	0.702974305
2.778	0.699604013
2.7791	0.697448082
2.78	0.69844245
2.781	0.706696586
2.782	0.717397043
2.7831	0.725457585
2.784	0.725184794
2.785	0.723011264
2.7859	0.7156195
2.787	0.705015839
2.788	0.698979233
2.789	0.698020063
2.7901	0.704963041
2.791	0.710049278
2.792	0.718725801
2.7929	0.728924674
2.794	0.739449138
2.795	0.746902499
2.796	0.755279831
2.7971	0.76500352
2.798	0.77281767
2.799	0.775835973
2.7999	0.772940866
2.801	0.768461809
2.802	0.76031327
2.803	0.751275959
2.8041	0.74030271
2.805	0.731696586
2.806	0.729091869
2.8071	0.731379796
2.808	0.735489264
2.809	0.738639564
2.8099	0.741481873
2.811	0.748530447
2.812	0.760559662
2.813	0.775809574
2.8141	0.787961985
2.815	0.78905315
2.816	0.787425202
2.8169	0.78467969
2.818	0.781353397
2.819	0.77624956
2.8199	0.768673002
2.821	0.76061246
2.822	0.75374868
2.823	0.750404787
2.8241	0.74907603
2.825	0.750959169
2.826	0.755658219
2.8271	0.766182682
2.828	0.779804646
2.829	0.794957761
2.8299	0.808694122
2.831	0.817282647
2.832	0.822694474
2.833	0.822967265
2.834	0.821656107
2.835	0.815742696
2.836	0.808623724
2.8371	0.802235128
2.838	0.796004928
2.839	0.791147483
2.8401	0.791094685
2.841	0.794764168
2.842	0.797439282
2.8429	0.800844773
2.844	0.807162971
2.845	0.816455473
2.8459	0.825888772
2.847	0.832532559
2.848	0.835093277
2.849	0.833553326
2.85	0.828607885
2.851	0.824595213
2.852	0.821990496
2.8531	0.819755368
2.854	0.816094685
2.855	0.810339669
2.8561	0.804831045
2.857	0.801918339
2.858	0.803238296
2.8591	0.806195002
2.86	0.81124604
2.861	0.816059486
2.8621	0.820221753
2.863	0.825175994
2.864	0.83063182
2.8651	0.834503696
2.866	0.834565294
2.867	0.833166139
2.8681	0.830227033
2.869	0.827164731
2.87	0.823732841
2.8711	0.820556142
2.872	0.817335445
2.873	0.81436994
2.8741	0.813604365
2.875	0.815082717
2.876	0.81687786
2.8771	0.81811862
2.878	0.820283351
2.879	0.823873636
2.8801	0.829285463
2.881	0.833606125
2.882	0.836272439
2.8831	0.837275607
2.884	0.837346005
2.885	0.837636396
2.8861	0.838384372
2.887	0.838208377
2.888	0.837090813
2.8891	0.83561246
2.89	0.834345301
2.891	0.834530095
2.8921	0.835832453
2.893	0.838349173
2.894	0.8406195
2.895	0.84310982
2.896	0.846013728
2.897	0.850123196
2.898	0.854980641
2.899	0.858711721
2.8999	0.859521295
2.901	0.857303766
2.902	0.854734249
2.9029	0.85437346
2.904	0.85500704
2.905	0.854971841
2.9061	0.855200634
2.907	0.856098205
2.908	0.857638156
2.9091	0.859626892
2.91	0.86186202
2.911	0.864519535
2.9121	0.867520239
2.913	0.870494544
2.914	0.873609644
2.915	0.876108765
2.916	0.877939106
2.9169	0.879470257
2.918	0.880411827
2.919	0.881379796
2.9201	0.881995776
2.921	0.881643787
2.922	0.880587821
2.9231	0.878801478
2.924	0.877252728
2.925	0.878502288
2.926	0.881907779
2.927	0.886219641
2.9279	0.888507568
2.929	0.890531503
2.93	0.892467441
2.9311	0.893875396
2.932	0.894491376
2.933	0.894491376
2.934	0.894667371
2.935	0.894579373
2.9359	0.893963393
2.937	0.892995424
2.938	0.892115452
2.9391	0.891323478
2.94	0.890531503
2.941	0.889827526
2.942	0.889035551
2.943	0.888067582
2.9439	0.88657163
2.945	0.885339669
2.946	0.884723689
2.9471	0.884547694
2.948	0.884547694
2.949	0.885691658
2.95	0.88657163
2.951	0.887011616
2.9519	0.88657163
2.953	0.885867652
2.954	0.884547694
2.9551	0.88313974
2.956	0.881995776
2.957	0.880851813
2.958	0.880147835
2.959	0.879250264
2.9601	0.878405491
2.961	0.87749032
2.962	0.876777543
2.963	0.876187962
2.964	0.875695178
2.9649	0.875457585
2.966	0.875351989
2.967	0.8749912
2.968	0.874797606
2.969	0.87468321
2.9699	0.874093629
2.971	0.873108061
2.972	0.872562478
2.9731	0.872888068
2.974	0.872307286
2.9749	0.871532911
2.976	0.870151355
2.977	0.869174586
2.9781	0.868690602
2.979	0.868514608
2.9799	0.868101021
2.981	0.86751144
2.982	0.86719465
2.9831	0.866578669
2.984	0.866059486
2.9849	0.865813094
2.986	0.865716297
2.987	0.865786695
2.988	0.865830693
2.989	0.865953889
2.9899	0.865795495
2.991	0.865786695
2.992	0.865716297
2.993	0.866209081
2.994	0.866666667
2.9951	0.867133052
2.996	0.868250616
2.997	0.868998592
2.998	0.868945794
2.999	0.869244984
3.0001	0.869271383
3.001	0.869852165
3.0019	0.870274551
3.003	0.870740936
3.004	0.871163323
3.005	0.872043295
3.006	0.872421683
3.0069	0.872210489
3.008	0.871972897
3.009	0.871664907
3.01	0.871796902
3.011	0.871788103
3.0121	0.871436114
3.013	0.87092573
3.0139	0.870283351
3.015	0.870204153
3.016	0.869808166
3.017	0.869324182
3.018	0.868558606
3.0191	0.867837029
3.02	0.867133052
3.0209	0.86626188
3.022	0.8656107
3.023	0.865285111
3.024	0.864792327
3.025	0.86438754
3.0261	0.864088349
3.027	0.863701162
3.0279	0.862953185
3.029	0.862240408
3.03	0.86157163
3.031	0.861360436
3.032	0.861193242
3.0331	0.860867652
3.034	0.860146075
3.0349	0.858843717
3.036	0.857312566
3.037	0.856344597
3.038	0.855059838
3.039	0.854091869
3.04	0.852877508
3.041	0.852032735
3.0421	0.851592749
3.043	0.851469553
3.0439	0.851583949
3.045	0.851733545
3.046	0.851539951
3.047	0.851390356
3.048	0.851460753
3.049	0.851152763
3.05	0.850369588
3.0511	0.849304822
3.052	0.847641675
3.0529	0.845969729
3.054	0.844552974
3.055	0.842555438
3.056	0.840953889
3.057	0.839968321
3.058	0.839519535
3.059	0.839176346
3.0601	0.839097149
3.061	0.839299542
3.0621	0.839255544
3.063	0.839493136
3.0639	0.839431538
3.065	0.839510736
3.066	0.838956353
3.067	0.838401971
3.068	0.837592397
3.069	0.836950018
3.07	0.836105245
3.071	0.835207673
3.072	0.834450898
3.0731	0.833782119
3.074	0.832884548
3.0751	0.832866948
3.076	0.832972545
3.0769	0.833623724
3.078	0.834714889
3.0789	0.83563886
3.08	0.836580429
3.081	0.836677226
3.082	0.836193242
3.083	0.835348469
3.084	0.834662091
3.085	0.834503696
3.086	0.834301302
3.087	0.834028511
3.0881	0.83405491
3.089	0.834186906
3.0901	0.834098909
3.091	0.834354101
3.0921	0.834169307
3.093	0.834178106
3.0939	0.834230905
3.095	0.834230905
3.0959	0.834257304
3.097	0.834398099
3.0979	0.834635692
3.099	0.835110876
3.1	0.834838085
3.101	0.834706089
3.102	0.834855685
3.103	0.834239704
3.104	0.833289335
3.105	0.832778951
3.106	0.832365364
3.107	0.831951778
3.108	0.831837381
3.109	0.831494192
3.11	0.83030623
3.111	0.828819078
3.112	0.827472721
3.113	0.825853573
3.114	0.824533615
3.115	0.823222457
3.116	0.821691306
3.117	0.820784935
3.118	0.819755368
3.119	0.818629004
3.12	0.817925026
3.121	0.817617036
3.122	0.817027455
3.123	0.815883492
3.124	0.814845125
3.125	0.813657163
3.126	0.812011616
3.127	0.809882084
3.128	0.807910947
3.129	0.806793383
3.13	0.805851813
3.131	0.805227033
3.132	0.804628652
3.133	0.803713481
3.134	0.8031239
3.135	0.802437522
3.136	0.802164731
3.137	0.801830341
3.138	0.801143963
3.139	0.799868004
3.14	0.798618444
3.141	0.79750968
3.142	0.796066526
3.143	0.794623372
3.144	0.793048222
3.145	0.790971489
3.146	0.788850757
3.147	0.786668427
3.148	0.784978881
3.149	0.783826118
3.15	0.783174938
3.151	0.782594157
3.1519	0.782435762
3.153	0.782365364
3.1539	0.781670187
3.155	0.780825414
3.1559	0.779945442
3.157	0.779628652
3.1581	0.778889476
3.159	0.778343893
3.1601	0.778018303
3.161	0.777719113
3.162	0.777622316
3.163	0.777842309
3.164	0.778150299
3.165	0.778722281
3.166	0.779109468
3.167	0.779910243
3.168	0.78030623
3.169	0.78093981
3.17	0.781986976
3.1709	0.783069342
3.172	0.784310102
3.1729	0.785471665
3.174	0.786298838
3.1751	0.787073214
3.176	0.787944386
3.1771	0.788797958
3.178	0.789897923
3.179	0.791147483
3.18	0.792617036
3.181	0.794324182
3.182	0.795344949
3.183	0.797377684
3.1839	0.799023231
3.185	0.80061598
3.1859	0.802226329
3.187	0.803907075
3.1881	0.805535023
3.189	0.807259768
3.19	0.808394931
3.191	0.809565294
3.192	0.810709257
3.193	0.812249208
3.194	0.814185146
3.1949	0.815663499
3.196	0.817141851
3.1971	0.818848997
3.198	0.819957761
3.199	0.821304118
3.2	0.821937698
3.201	0.822553678
3.202	0.823028863
3.203	0.823416051
3.2039	0.823979233
3.205	0.824665611
3.2061	0.824780007
3.207	0.824956001
3.208	0.824920803
3.209	0.825079197
3.21	0.825351989
3.211	0.825791975
3.212	0.825756776
3.2129	0.826284759
3.214	0.82655755
3.2151	0.82717353
3.216	0.827745512
3.217	0.827991904
3.218	0.828581485
3.219	0.828053502
3.2199	0.827692714
3.221	0.827481521
3.2221	0.826434354
3.223	0.825369588
3.224	0.823838437
3.225	0.822597677
3.226	0.821893699
3.2269	0.82095213
3.228	0.820028159
3.2291	0.818875396
3.23	0.817423442
3.231	0.816728265
3.232	0.816041887
3.233	0.815205913
3.2339	0.814317142
3.235	0.813146779
3.236	0.811809222
3.237	0.810480465
3.238	0.808421331
3.2389	0.806854981
3.24	0.80530623
3.2411	0.803581485
3.242	0.801495952
3.243	0.799278423
3.244	0.797025695
3.245	0.79467617
3.2461	0.792203449
3.247	0.790285111
3.248	0.789132348
3.249	0.787961985
3.25	0.786994016
3.2509	0.785797254
3.252	0.784750088
3.253	0.783896515
3.254	0.782743752
3.255	0.781854981
3.2559	0.780438226
3.257	0.778977473
3.258	0.776891939
3.259	0.774604013
3.26	0.772210489
3.2609	0.769808166
3.262	0.767960225
3.263	0.766288279
3.264	0.764660331
3.265	0.763639564
3.2659	0.76312038
3.267	0.76342837
3.268	0.762777191
3.269	0.762829989
3.27	0.763085181
3.2709	0.763155579
3.272	0.763243576
3.273	0.763560366
3.274	0.764026751
3.275	0.764651531
3.2761	0.764871524
3.277	0.76530271
3.278	0.765443506
3.2789	0.765197114
3.28	0.765038719
3.281	0.765364308
3.282	0.766024287
3.283	0.767001056
3.2839	0.768338613
3.285	0.770116156
3.286	0.772069694
3.287	0.773671243
3.288	0.774639212
3.2891	0.775985568
3.29	0.776724745
3.291	0.776839141
3.2919	0.77686554
3.293	0.777094333
3.294	0.776847941
3.295	0.776302358
3.296	0.775571982
3.2971	0.774815206
3.298	0.773178458
3.299	0.771682506
3.2999	0.769869764
3.301	0.7687522
3.302	0.76751144
3.3029	0.765813094
3.304	0.764968321
3.305	0.763199578
3.306	0.761210841
3.307	0.758878916
3.3081	0.75656459
3.309	0.753942274
3.31	0.751073566
3.3109	0.747896867
3.312	0.744165787
3.313	0.741077086
3.3139	0.73717881
3.315	0.732972545
3.316	0.728731081
3.317	0.724208025
3.318	0.719896163
3.319	0.715901091
3.32	0.712222809
3.321	0.708650123
3.3221	0.70498944
3.323	0.701487152
3.324	0.697879268
3.3251	0.694033791
3.326	0.689581133
3.327	0.684917283
3.3281	0.680121436
3.329	0.675387188
3.33	0.671013728
3.3309	0.666367476
3.332	0.661606829
3.333	0.657066174
3.3339	0.652604717
3.335	0.648046463
3.336	0.643382612
3.3369	0.639211545
3.338	0.634908483
3.339	0.630746216
3.3399	0.626539951
3.341	0.622870468
3.342	0.619640971
3.3429	0.61625308
3.344	0.612909187
3.345	0.609626892
3.3459	0.606370996
3.347	0.603343893
3.348	0.600862372
3.3489	0.597976065
3.35	0.595582541
3.351	0.593620204
3.3519	0.591587469
3.353	0.590601901
3.354	0.589440338
3.3549	0.588349173
3.356	0.587434002
3.357	0.586844421
3.3579	0.585911651
3.359	0.584917283
3.36	0.584565294
3.3611	0.584230905
3.362	0.583905315
3.363	0.58375572
3.3641	0.583852517
3.365	0.58407251
3.366	0.5843629
3.367	0.58376452
3.368	0.583878916
3.369	0.58343893
3.37	0.582761352
3.3709	0.582110172
3.372	0.581282999
3.373	0.579584653
3.3739	0.577939106
3.375	0.576082365
3.376	0.573970433
3.3771	0.572096093
3.378	0.569596973
3.379	0.566719465
3.38	0.563956353
3.381	0.561087645
3.382	0.558236536
3.383	0.555394227
3.3839	0.552323126
3.385	0.54875924
3.386	0.545177754
3.3871	0.541446674
3.388	0.537829989
3.389	0.533826118
3.39	0.529831045
3.391	0.525721577
3.392	0.521427314
3.393	0.516754664
3.3939	0.5124868
3.395	0.508042943
3.396	0.50374868
3.3971	0.499428018
3.398	0.49532735
3.399	0.491455473
3.4	0.487293207
3.4009	0.482849349
3.402	0.478159099
3.403	0.473354453
3.4041	0.468892995
3.405	0.463973953
3.406	0.45905491
3.407	0.453880676
3.4079	0.448565646
3.409	0.44342661
3.41	0.43843717
3.411	0.433562126
3.412	0.428704681
3.413	0.423512848
3.414	0.418470609
3.4151	0.413463569
3.416	0.40813974
3.417	0.403282295
3.418	0.398169659
3.4189	0.393206617
3.42	0.38843717
3.421	0.383562126
3.422	0.378713481
3.4229	0.374252024
3.424	0.369799366
3.425	0.365531503
3.4261	0.361026047
3.427	0.35718937
3.428	0.35343189
3.429	0.349428018
3.4301	0.345864132
3.431	0.342414643
3.432	0.338982753
3.433	0.335718057
3.4341	0.332585357
3.435	0.329250264
3.436	0.32595037
3.437	0.322650475
3.4379	0.319649771
3.439	0.316358677
3.44	0.313331573
3.441	0.310207673
3.4419	0.307250968
3.443	0.304347061
3.444	0.301319958
3.445	0.298204857
3.4459	0.295098557
